age,overall,potential,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,dribbling,physic,attacking_crossing,attacking_heading_accuracy,attacking_volleys,skill_curve,skill_long_passing,movement_agility,movement_reactions,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure_boxcox,passing_boxcox,mentality_vision_boxcox,value_eur_boxcox,wage_eur_boxcox,skill_fk_accuracy_boxcox,defending_boxcox,mentality_aggression_boxcox,defending_marking_boxcox,mentality_interceptions_boxcox,defending_standing_tackle_boxcox,pca_0,pca_1,position1_RW position2_ LW,position1_LW,position1_LW position2_ RW,position2_ LW,position1_LW preferred_foot_Right,position1_RW preferred_foot_Left,position1_RW,position2_ LW preferred_foot_Right,position2_ ST,position1_ST preferred_foot_Right,position1_ST,position1_ST position2_NA,position2_NA preferred_foot_Right,position2_NA
22.0,61.0,72.0,1.0,2.0,2.0,1.0,67.0,61.0,58.0,60.0,31.0,61.0,47.0,36.0,40.0,61.0,49.0,62.0,58.0,73.0,56.0,57.0,58.0,2.2464928227775425,3.3291261452116685,2.3097946246409933,20.56961701950469,6.776922358580213,1.517115328468819,1.5603345121009968,2.536851558409548,3.322176733552333,1.8042115375086012,2.2682751741622194,-0.647161948410975,0.37617769437576165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,72.0,1.0,3.0,2.0,2.0,63.0,61.0,56.0,71.0,39.0,52.0,54.0,44.0,37.0,56.0,48.0,66.0,66.0,80.0,58.0,64.0,57.0,2.290518262666204,3.365807310408811,2.31709628913732,20.705264127235996,6.776922358580213,1.595268090699677,1.5808957798817103,2.915134377194075,3.2268553762011907,1.9907918488466652,2.4829864931545154,-1.473527609857665,0.21821824313535665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21.0,61.0,72.0,1.0,3.0,2.0,1.0,83.0,54.0,66.0,46.0,54.0,50.0,48.0,51.0,44.0,85.0,56.0,54.0,62.0,43.0,52.0,55.0,46.0,2.290518262666204,3.466050869990403,2.380423874938849,20.56961701950469,6.776922358580213,1.5570612478550403,1.5675881587508063,2.468121855485794,3.000250483928517,1.9907918488466652,2.4607388081473687,0.41852729617133533,-1.9123851811848767,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,61.0,72.0,1.0,3.0,2.0,1.0,73.0,59.0,58.0,63.0,26.0,56.0,31.0,32.0,32.0,68.0,58.0,64.0,63.0,74.0,51.0,60.0,60.0,2.2247865036018952,3.2905389525703623,2.324196215958342,20.705264127235996,7.442015355198194,1.5702825231008308,1.5052104880882688,2.6675318940922548,2.6381922654443537,1.8620714456608367,2.156582596347263,-0.3288253066433189,-0.3724832083714558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,61.0,71.0,1.0,2.0,3.0,1.0,64.0,52.0,64.0,59.0,63.0,56.0,42.0,53.0,55.0,65.0,62.0,58.0,62.0,60.0,56.0,60.0,52.0,2.3369124037474327,3.607629034238105,2.396629382113392,20.426306661901837,6.776922358580213,1.6392836434934377,1.671596024686484,2.895641653318523,3.690004171414334,2.2696883374814267,2.8708138928086346,-1.2660824651894054,-0.4195828726645889,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,61.0,71.0,1.0,2.0,3.0,2.0,88.0,53.0,62.0,64.0,54.0,50.0,42.0,47.0,43.0,82.0,52.0,56.0,66.0,65.0,51.0,55.0,56.0,2.317477808517745,3.496644762643911,2.3569872033675825,20.426306661901837,6.776922358580213,1.5854108154005266,1.535636467037123,2.9517089545544004,2.956416510933351,1.9535867000935991,2.2682751741622194,1.335511915343671,-2.255339580803494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.0,61.0,71.0,1.0,2.0,2.0,1.0,83.0,57.0,59.0,58.0,28.0,51.0,36.0,42.0,29.0,75.0,55.0,61.0,63.0,68.0,43.0,58.0,54.0,2.2247865036018952,3.2905389525703623,2.31709628913732,20.56961701950469,7.442015355198194,1.517115328468819,1.5444119818719417,2.4429539182442546,3.3518715062468516,1.8042115375086012,2.1133781144904193,0.8615961013220602,-1.096873186447729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,61.0,71.0,1.0,2.0,2.0,2.0,84.0,56.0,59.0,71.0,34.0,48.0,38.0,31.0,48.0,75.0,47.0,50.0,70.0,75.0,43.0,62.0,57.0,2.259939965631786,3.383488637672824,2.269866485257038,20.56961701950469,7.442015355198194,1.5522199596737745,1.5928313209959937,2.993493431583531,3.2268553762011907,1.77105455707282,2.7042489736752495,1.522319637294261,-0.4987600757018636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.0,61.0,71.0,1.0,3.0,3.0,1.0,72.0,56.0,65.0,41.0,51.0,49.0,52.0,53.0,53.0,65.0,59.0,59.0,46.0,39.0,57.0,55.0,57.0,2.2961743730675406,3.554245712291283,2.396629382113392,20.56961701950469,6.776922358580213,1.5983155529291988,1.5675881587508063,2.68361248325377,3.2268553762011907,1.972769276095106,2.4129304840341366,-0.23147343838326084,-0.5124696611525614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.0,61.0,71.0,1.0,3.0,2.0,1.0,69.0,57.0,59.0,69.0,46.0,60.0,39.0,35.0,47.0,57.0,53.0,60.0,63.0,81.0,52.0,61.0,43.0,2.317477808517745,3.400757066319091,2.3097946246409933,20.56961701950469,6.776922358580213,1.5781626427635245,1.617997928600929,2.8314665414551285,2.9104009739842094,2.1755155078023227,2.730467570204264,-0.8773721672333166,-0.3732113741292115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,71.0,1.0,2.0,2.0,1.0,70.0,55.0,65.0,43.0,57.0,45.0,45.0,50.0,50.0,73.0,49.0,55.0,39.0,46.0,48.0,58.0,55.0,2.307079174939635,3.554245712291283,2.3859475934604477,20.426306661901837,8.765087034191607,1.604093855567058,1.5983551549263135,2.68361248325377,3.1927507764234835,2.1045487405875205,2.562876198719709,-0.21177090741853963,-0.006942984742152009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.0,61.0,71.0,1.0,3.0,2.0,2.0,89.0,58.0,65.0,57.0,58.0,44.0,45.0,56.0,44.0,79.0,47.0,55.0,59.0,56.0,51.0,61.0,62.0,2.278767650399617,3.496644762643911,2.3689852372755404,20.426306661901837,6.776922358580213,1.5570612478550403,1.5603345121009968,2.9603940554432904,3.082131822140988,1.8875624493268246,2.5042506987122697,1.933854347540492,-1.4236468066002652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
22.0,61.0,71.0,1.0,3.0,2.0,1.0,80.0,58.0,62.0,62.0,51.0,52.0,55.0,54.0,44.0,68.0,54.0,58.0,66.0,60.0,56.0,58.0,58.0,2.3016927392641993,3.526012402091934,2.401796825634851,20.426306661901837,6.776922358580213,1.5660762014595013,1.6223825722473741,2.942847408826905,3.4874285823066398,2.1474546562761683,2.598256772883575,0.8718267185605025,-0.8298890329905333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,61.0,70.0,1.0,3.0,2.0,1.0,66.0,58.0,53.0,57.0,28.0,58.0,47.0,35.0,30.0,51.0,58.0,63.0,56.0,64.0,42.0,64.0,61.0,2.3016927392641993,3.2704686642463594,2.294543651979825,20.426306661901837,6.776922358580213,1.502361842134903,1.5052104880882688,2.7829947460709605,2.2519487360498283,1.8620714456608367,2.233642057233157,-0.9658001189271379,0.3970359086999635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,70.0,1.0,3.0,2.0,1.0,73.0,59.0,61.0,67.0,43.0,56.0,53.0,40.0,42.0,72.0,54.0,62.0,68.0,72.0,53.0,60.0,58.0,2.290518262666204,3.4176309060780703,2.344379266305195,20.426306661901837,7.442015355198194,1.5660762014595013,1.5744294286224392,2.895641653318523,3.435587834567624,1.8344046503782445,2.300717864846649,-0.20321357318400865,-0.5035581539580236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,70.0,1.0,3.0,2.0,1.0,64.0,60.0,62.0,60.0,57.0,57.0,56.0,46.0,40.0,64.0,52.0,58.0,60.0,67.0,60.0,56.0,64.0,2.3016927392641993,3.526012402091934,2.3689852372755404,20.426306661901837,7.442015355198194,1.6094884457631997,1.5052104880882688,2.7956027625408217,2.6381922654443537,1.77105455707282,2.233642057233157,-0.7600675444773847,0.7710020326665158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,61.0,70.0,1.0,3.0,2.0,2.0,74.0,60.0,62.0,57.0,42.0,54.0,43.0,43.0,39.0,73.0,55.0,59.0,71.0,53.0,56.0,60.0,60.0,2.307079174939635,3.4341272865353534,2.3689852372755404,20.426306661901837,6.776922358580213,1.5660762014595013,1.6134184734317776,2.8314665414551285,3.6487145323364447,2.080178597715053,2.437419988060028,0.1646854312851907,-0.19955675028001416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,69.0,1.0,3.0,3.0,1.0,74.0,57.0,58.0,76.0,43.0,57.0,51.0,50.0,42.0,64.0,55.0,63.0,71.0,79.0,53.0,57.0,58.0,2.3123391483363784,3.4341272865353534,2.344379266305195,20.274378221060044,7.8299967201075855,1.5854108154005266,1.617997928600929,3.0797329642771345,3.435587834567624,2.1045487405875205,2.631129548772585,-0.28188108056956385,-0.9211255003964408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,69.0,1.0,3.0,2.0,1.0,58.0,61.0,54.0,58.0,32.0,64.0,53.0,44.0,28.0,58.0,57.0,68.0,44.0,75.0,55.0,56.0,50.0,2.2726595175144326,3.2905389525703623,2.286571074143502,20.274378221060044,6.776922358580213,1.5743071444167307,1.5526255875801016,2.6675318940922548,3.2268553762011907,1.8042115375086012,2.196528005162929,-2.0387227211061654,0.7673250198498377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,69.0,1.0,3.0,2.0,1.0,68.0,62.0,57.0,50.0,34.0,64.0,47.0,43.0,38.0,68.0,50.0,63.0,41.0,62.0,59.0,51.0,59.0,2.259939965631786,3.383488637672824,2.31709628913732,20.274378221060044,7.8299967201075855,1.6012554359232598,1.5444119818719417,2.577897994878789,2.6381922654443537,1.8875624493268246,2.4129304840341366,-0.3811869908365502,0.6260240011190535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22.0,61.0,69.0,1.0,3.0,2.0,1.0,66.0,57.0,57.0,66.0,33.0,59.0,48.0,38.0,31.0,51.0,57.0,59.0,55.0,72.0,54.0,64.0,52.0,2.2533118870771616,3.3100827263623893,2.294543651979825,20.274378221060044,6.776922358580213,1.561674260016329,1.5052104880882688,2.9854531935071913,2.5726842550227826,1.734378707447546,2.196528005162929,-1.269192067172331,-0.2702850373061827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,61.0,68.0,1.0,3.0,2.0,2.0,58.0,62.0,55.0,65.0,30.0,66.0,48.0,34.0,41.0,53.0,53.0,59.0,72.0,69.0,65.0,58.0,62.0,2.2847182199596565,3.347693484316392,2.294543651979825,20.112683844704705,6.776922358580213,1.5301502631729516,1.6086294288637202,2.842818680610953,3.2268553762011907,2.039002486113477,2.598256772883575,-1.7154473183720873,1.339681666082384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,61.0,68.0,1.0,2.0,3.0,1.0,75.0,58.0,67.0,37.0,45.0,49.0,50.0,43.0,42.0,71.0,51.0,61.0,42.0,34.0,53.0,55.0,62.0,2.2961743730675406,3.450262255953547,2.374771561168574,20.112683844704705,7.442015355198194,1.541773328914353,1.493389548608307,2.5578023338485414,2.6993916513151945,1.77105455707282,2.1133781144904193,0.13247470107760564,-0.5689529144324428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,61.0,68.0,1.0,3.0,3.0,2.0,67.0,61.0,59.0,60.0,31.0,59.0,53.0,31.0,39.0,53.0,49.0,60.0,57.0,66.0,62.0,60.0,64.0,2.317477808517745,3.347693484316392,2.3097946246409933,20.112683844704705,6.776922358580213,1.5361221671326586,1.493389548608307,2.875254174432316,2.6381922654443537,1.6934668360204996,1.9581915330463684,-0.7362199654739107,0.1386990923126896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,61.0,68.0,1.0,3.0,2.0,1.0,65.0,57.0,59.0,55.0,49.0,62.0,55.0,51.0,66.0,59.0,56.0,60.0,59.0,59.0,54.0,59.0,57.0,2.317477808517745,3.607629034238105,2.3689852372755404,19.939826442234008,7.8299967201075855,1.6237451299685481,1.6265857665365608,2.770031620929496,3.5122873890436455,2.023813556683207,2.6467247269776513,-0.3385647198663596,0.6619133425446685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,61.0,68.0,1.0,2.0,2.0,1.0,78.0,58.0,64.0,51.0,53.0,38.0,36.0,46.0,60.0,67.0,46.0,63.0,44.0,56.0,61.0,52.0,45.0,2.2961743730675406,3.567962981655709,2.406854460075256,20.112683844704705,6.776922358580213,1.6012554359232598,1.603614402736107,2.807873324028849,3.4618752396127466,2.023813556683207,2.5809018180763257,0.48937514174929697,-0.8163429566751379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,61.0,67.0,1.0,3.0,2.0,1.0,77.0,58.0,62.0,68.0,50.0,55.0,39.0,43.0,30.0,75.0,51.0,66.0,81.0,65.0,55.0,62.0,55.0,2.290518262666204,3.450262255953547,2.3859475934604477,20.112683844704705,6.776922358580213,1.5660762014595013,1.516121222308795,2.993493431583531,2.810883557456798,1.9111624280074981,2.066385446516267,0.26533706809924185,-0.8333663526440084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
23.0,61.0,67.0,1.0,2.0,3.0,1.0,82.0,61.0,65.0,48.0,58.0,49.0,53.0,53.0,42.0,71.0,43.0,67.0,43.0,58.0,51.0,50.0,64.0,2.307079174939635,3.511475869676314,2.344379266305195,20.112683844704705,6.776922358580213,1.6145395681251855,1.6223825722473741,2.6675318940922548,3.7673584361416337,1.9111624280074981,2.598256772883575,1.1307842514778805,-0.6684019316019962,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,61.0,67.0,1.0,3.0,2.0,1.0,68.0,61.0,66.0,56.0,58.0,54.0,62.0,52.0,51.0,62.0,46.0,66.0,57.0,66.0,52.0,54.0,54.0,2.278767650399617,3.554245712291283,2.380423874938849,20.112683844704705,6.776922358580213,1.619281820247202,1.603614402736107,2.6157680363213194,3.322176733552333,1.972769276095106,2.614985836526234,-0.19799029809495236,0.5448912022985788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,61.0,66.0,1.0,3.0,2.0,1.0,65.0,57.0,59.0,69.0,32.0,62.0,51.0,42.0,38.0,65.0,54.0,60.0,67.0,74.0,52.0,60.0,59.0,2.3016927392641993,3.383488637672824,2.3689852372755404,20.112683844704705,7.8299967201075855,1.561674260016329,1.5675881587508063,2.9517089545544004,2.9104009739842094,2.007772700040432,2.4129304840341366,-1.266694535768886,0.0027258965370051394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,61.0,66.0,1.0,3.0,3.0,1.0,81.0,49.0,69.0,51.0,51.0,27.0,38.0,45.0,31.0,86.0,63.0,58.0,61.0,51.0,44.0,58.0,42.0,2.259939965631786,3.400757066319091,2.294543651979825,19.939826442234008,7.442015355198194,1.619281820247202,1.526232324181628,2.633649086018807,3.082131822140988,2.007772700040432,2.196528005162929,0.011524758521201143,-2.4996372492606893,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,61.0,66.0,1.0,2.0,2.0,2.0,50.0,60.0,55.0,65.0,29.0,67.0,50.0,31.0,27.0,47.0,53.0,61.0,65.0,70.0,46.0,65.0,64.0,2.3016927392641993,3.249843618322927,2.3311040966773553,20.112683844704705,6.776922358580213,1.517115328468819,1.5744294286224392,2.895641653318523,3.000250483928517,2.007772700040432,2.4129304840341366,-2.9830746372349917,1.5602799098468056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,60.0,80.0,1.0,3.0,2.0,2.0,64.0,62.0,57.0,49.0,34.0,52.0,52.0,60.0,31.0,62.0,54.0,65.0,49.0,57.0,57.0,63.0,63.0,2.317477808517745,3.365807310408811,2.33782896758502,20.705264127235996,7.442015355198194,1.6410052857720987,1.493389548608307,2.5972011789663365,2.502221837681323,1.77105455707282,2.156582596347263,-1.3032482521652602,0.3712794441866446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18.0,60.0,80.0,1.0,3.0,3.0,1.0,68.0,60.0,59.0,49.0,48.0,55.0,56.0,54.0,45.0,73.0,60.0,62.0,51.0,49.0,60.0,58.0,55.0,2.307079174939635,3.4815072715257913,2.3630591546030923,20.56961701950469,8.317617599496366,1.588823275778899,1.5928313209959937,2.8198228302242483,3.1573334778160134,1.9535867000935991,2.614985836526234,-0.6657689763597838,0.005317733950428243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18.0,60.0,80.0,1.0,3.0,2.0,2.0,74.0,56.0,63.0,59.0,53.0,51.0,53.0,45.0,45.0,66.0,52.0,55.0,65.0,65.0,52.0,56.0,58.0,2.322500009212069,3.496644762643911,2.3097946246409933,20.56961701950469,7.442015355198194,1.6120546582770023,1.5675881587508063,2.68361248325377,3.000250483928517,2.0671218500640998,2.3871566370309916,0.19151299396478072,-0.4315370445516467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
19.0,60.0,79.0,1.0,3.0,2.0,1.0,59.0,61.0,55.0,57.0,41.0,62.0,47.0,41.0,38.0,55.0,54.0,62.0,58.0,63.0,55.0,58.0,65.0,2.307079174939635,3.450262255953547,2.3630591546030923,20.705264127235996,8.317617599496366,1.5781626427635245,1.5526255875801016,2.770031620929496,2.810883557456798,1.734378707447546,2.4607388081473687,-1.180021707768195,1.469185340352051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20.0,60.0,78.0,1.0,2.0,3.0,1.0,72.0,56.0,64.0,53.0,56.0,49.0,55.0,49.0,46.0,69.0,50.0,63.0,53.0,56.0,48.0,52.0,52.0,2.307079174939635,3.496644762643911,2.33782896758502,20.705264127235996,8.317617599496366,1.6012554359232598,1.5928313209959937,2.8198228302242483,3.120499448055245,1.972769276095106,2.6467247269776513,-0.19795600750347064,-0.5063501735910064,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,60.0,78.0,1.0,3.0,2.0,1.0,73.0,56.0,65.0,42.0,45.0,42.0,50.0,51.0,35.0,87.0,52.0,51.0,59.0,37.0,49.0,64.0,61.0,2.2394728382210376,3.466050869990403,2.3913478226602582,20.705264127235996,7.442015355198194,1.6279555338586442,1.5444119818719417,2.577897994878789,3.082131822140988,1.972769276095106,2.2682751741622194,-0.05205070358518428,-0.40078913361729107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,60.0,78.0,1.0,3.0,4.0,1.0,73.0,55.0,66.0,46.0,62.0,50.0,53.0,50.0,45.0,82.0,50.0,59.0,60.0,44.0,43.0,55.0,58.0,2.266386303539056,3.511475869676314,2.3630591546030923,20.56961701950469,8.491333459558893,1.6357059499791047,1.603614402736107,2.68361248325377,3.2597402869725545,2.039002486113477,2.614985836526234,-0.4161454759787331,-0.7950562800429862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,60.0,78.0,1.0,2.0,2.0,1.0,73.0,57.0,52.0,66.0,26.0,67.0,37.0,38.0,31.0,57.0,52.0,59.0,51.0,78.0,52.0,58.0,55.0,2.2247865036018952,3.228633262255647,2.302280812245925,20.56961701950469,6.776922358580213,1.517115328468819,1.516121222308795,2.9054952692143,2.5726842550227826,1.77105455707282,2.233642057233157,-0.746700806243505,-0.90695824431093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,60.0,78.0,1.0,3.0,2.0,1.0,68.0,64.0,63.0,46.0,52.0,45.0,58.0,45.0,43.0,69.0,45.0,65.0,60.0,45.0,58.0,64.0,55.0,2.332213098568945,3.4341272865353534,2.302280812245925,20.56961701950469,7.8299967201075855,1.595268090699677,1.5526255875801016,2.633649086018807,2.9104009739842094,1.9111624280074981,2.4829864931545154,-0.5515176537463093,0.5238332948111738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,60.0,78.0,1.0,3.0,2.0,1.0,88.0,49.0,66.0,53.0,53.0,35.0,40.0,35.0,43.0,73.0,55.0,55.0,56.0,45.0,41.0,51.0,46.0,2.2464928227775425,3.383488637672824,2.269866485257038,20.705264127235996,6.776922358580213,1.547131171930309,1.526232324181628,3.0459062361156275,2.9104009739842094,1.8875624493268246,2.3312135091829096,0.80246649717891,-2.8896989102751536,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,60.0,78.0,1.0,2.0,2.0,2.0,60.0,58.0,55.0,60.0,34.0,68.0,53.0,40.0,43.0,58.0,54.0,57.0,56.0,64.0,49.0,57.0,64.0,2.266386303539056,3.347693484316392,2.344379266305195,20.56961701950469,7.8299967201075855,1.5781626427635245,1.5870200836401955,2.9054952692143,3.042098705110072,2.0671218500640998,2.4829864931545154,-2.026952194290238,0.4493347987364067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,60.0,78.0,1.0,3.0,2.0,2.0,82.0,57.0,63.0,49.0,52.0,48.0,42.0,42.0,42.0,79.0,55.0,58.0,51.0,42.0,51.0,59.0,57.0,2.2394728382210376,3.511475869676314,2.396629382113392,20.56961701950469,6.776922358580213,1.5570612478550403,1.526232324181628,2.9689091273450323,3.000250483928517,1.93310559426565,2.156582596347263,1.2057551338456083,-0.9864350184526901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,60.0,77.0,1.0,3.0,2.0,1.0,77.0,61.0,62.0,39.0,48.0,51.0,40.0,33.0,53.0,78.0,48.0,61.0,50.0,32.0,59.0,59.0,65.0,2.3369124037474327,3.4815072715257913,2.350762882497616,20.705264127235996,7.442015355198194,1.547131171930309,1.526232324181628,2.6675318940922548,3.000250483928517,1.8344046503782445,2.196528005162929,0.6682288483021053,-0.15952604369354453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,60.0,77.0,1.0,3.0,2.0,1.0,76.0,57.0,59.0,66.0,42.0,56.0,33.0,51.0,50.0,59.0,48.0,66.0,64.0,67.0,55.0,57.0,52.0,2.2726595175144326,3.496644762643911,2.374771561168574,20.705264127235996,6.776922358580213,1.625880451868549,1.617997928600929,3.0242276714973846,3.6054656468827866,2.0671218500640998,2.562876198719709,0.10794575148766271,-0.8935053642274545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,60.0,77.0,1.0,3.0,2.0,1.0,77.0,54.0,63.0,54.0,54.0,58.0,43.0,50.0,58.0,73.0,55.0,55.0,61.0,48.0,42.0,59.0,42.0,2.3016927392641993,3.554245712291283,2.374771561168574,20.56961701950469,6.776922358580213,1.5570612478550403,1.660843982556127,2.924567491750992,3.560064316576236,2.244481451667348,2.8220712275469753,0.7896565078478037,-0.42938794825824966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18.0,60.0,77.0,1.0,4.0,2.0,1.0,58.0,60.0,55.0,71.0,30.0,60.0,43.0,42.0,28.0,57.0,53.0,66.0,52.0,81.0,53.0,59.0,62.0,2.2847182199596565,3.249843618322927,2.3311040966773553,20.56961701950469,8.104774075415646,1.5702825231008308,1.5603345121009968,3.0388024591484744,3.2914889981485307,1.8344046503782445,2.196528005162929,-2.3731042946955743,0.46944310373338327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,60.0,77.0,1.0,3.0,2.0,2.0,81.0,58.0,56.0,57.0,49.0,57.0,55.0,58.0,43.0,73.0,55.0,59.0,43.0,65.0,53.0,59.0,61.0,2.2961743730675406,3.450262255953547,2.350762882497616,20.705264127235996,6.776922358580213,1.6169473329950628,1.5808957798817103,2.9054952692143,3.2914889981485307,1.9907918488466652,2.3871566370309916,0.38934883502098244,-1.5026654210508552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
19.0,60.0,77.0,1.0,3.0,3.0,2.0,74.0,60.0,62.0,48.0,46.0,62.0,49.0,53.0,39.0,65.0,52.0,57.0,51.0,50.0,60.0,52.0,69.0,2.259939965631786,3.450262255953547,2.3569872033675825,20.705264127235996,7.8299967201075855,1.5818604148991797,1.535636467037123,2.633649086018807,2.9104009739842094,1.8620714456608367,2.066385446516267,0.06064369482493254,-0.2976700793320961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,60.0,77.0,1.0,3.0,2.0,1.0,72.0,56.0,64.0,47.0,53.0,53.0,53.0,54.0,41.0,73.0,58.0,49.0,63.0,44.0,51.0,62.0,56.0,2.259939965631786,3.496644762643911,2.3569872033675825,20.56961701950469,6.776922358580213,1.595268090699677,1.5444119818719417,2.6675318940922548,2.7568099329800435,2.007772700040432,2.3312135091829096,-0.05409507668432657,-0.21937216588186748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
